Vehicle_ID,Manufacturer,Model,Year,,,,,,Price_USD,,,,,,Units_Sold_2024
360,Tesla,Cybertruck,2023,,,,,,"$62,526.25",,,,,,17713
361,BMW,iX,2015,,,,,,"$40,334.35",,,,,,11653
362,Pininfarina,Battista,2025,,,,,,"$41,149.94",,,,,,15418
363,Volvo,C40 Recharge,2024,,,,,,"$109,821.67",,,,,,15113
364,Mazda,Mazda EV (upcoming models),2024,,,,,,"$125,610.93",,,,,,7817
365,Polestar,Polestar 3,2022,,,,,,"$82,242.44",,,,,,18815
366,Jaguar,I-PACE,2020,,,,,,"$78,695.24",,,,,,2014
367,Rivian,R1T,2024,,,,,,"$109,305.77",,,,,,10374
368,Ferrari,Ferrari EV (2025+),2019,,,,,,"$99,927.24",,,,,,17985
369,Tesla,Roadster (upcoming),2023,,,,,,"$58,228.94",,,,,,17862
370,Mini,Mini Electric,2022,,,,,,"$48,512.07",,,,,,15948
371,Zeekr,Zeekr X,2016,,,,,,"$113,446.86",,,,,,11642
372,Porsche,Cayenne Electric (upcoming),2024,,,,,,"$62,310.05",,,,,,19014
373,Seat,Avenger,2017,,,,,,"$39,388.15",,,,,,17668
374,Subaru,Solterra,2020,,,,,,"$86,307.89",,,,,,19583
375,Subaru,Solterra,2015,,,,,,"$65,010.39",,,,,,9104
376,Volkswagen,ID.7,2019,,,,,,"$139,215.78",,,,,,7739
377,Porsche,Taycan,2020,,,,,,"$120,331.36",,,,,,11307
378,Genesis,GV80 Electric,2016,,,,,,"$119,538.07",,,,,,17381
379,Tesla,Model X,2022,,,,,,"$93,755.20",,,,,,3220
380,Genesis,G80 Electric,2022,,,,,,"$111,326.18",,,,,,13475
381,Lotus,Eletre,2025,,,,,,"$34,085.01",,,,,,19640
382,Jaguar,I-PACE,2016,,,,,,"$113,478.44",,,,,,13991
383,Mini,Mini Cooper SE,2019,,,,,,"$69,918.57",,,,,,6575
384,XPeng,G6,2025,,,,,,"$107,200.58",,,,,,14610
385,Mahindra,XUV400,2025,,,,,,"$114,006.62",,,,,,14288
386,Renault,Megane E-Tech,2023,,,,,,"$94,236.49",,,,,,2970
387,Maserati,GranTurismo Folgore,2016,,,,,,"$51,194.20",,,,,,11772
388,Hyundai,Ioniq 7 (upcoming),2018,,,,,,"$37,559.12",,,,,,11117
389,Pininfarina,Battista,2021,,,,,,"$134,424.00",,,,,,4639
390,Genesis,GV60,2022,,,,,,"$45,664.53",,,,,,2095
391,Jaguar,I-PACE,2024,,,,,,"$127,382.52",,,,,,1493
392,Porsche,Panamera EV,2016,,,,,,"$74,391.28",,,,,,12325
393,Nissan,Ariya,2016,,,,,,"$101,247.66",,,,,,8878
394,Geely,Geometry C,2018,,,,,,"$103,445.98",,,,,,3135
395,BYD,Atto 3,2023,,,,,,"$53,246.28",,,,,,1770
396,BYD,Seal,2018,,,,,,"$118,850.03",,,,,,14575
397,Jeep,Wagoneer S,2021,,,,,,"$43,215.94",,,,,,2409
398,Jeep,Recon (upcoming),2015,,,,,,"$74,818.21",,,,,,18634
399,Toyota,bZ4X,2016,,,,,,"$56,382.43",,,,,,18112
400,Hyundai,Ioniq 7 (upcoming),2023,,,,,,"$63,500.51",,,,,,19391
401,Ferrari,SF90 Stradale (PHEV),2021,,,,,,"$77,318.42",,,,,,13324
402,Volkswagen,ID.5,2019,,,,,,"$66,580.39",,,,,,4542
403,XPeng,G6,2020,,,,,,"$38,483.83",,,,,,17774
404,VinFast,VF 7,2025,,,,,,"$139,200.49",,,,,,12007
405,Genesis,GV60,2023,,,,,,"$43,626.92",,,,,,10500
406,Toyota,Lexus UX 300e,2025,,,,,,"$88,347.23",,,,,,14810
407,BYD,Seagull,2016,,,,,,"$137,753.50",,,,,,4931
408,Lotus,Evija,2015,,,,,,"$80,415.60",,,,,,11006
409,Jeep,Wagoneer S,2025,,,,,,"$98,070.20",,,,,,1550
410,Fisker,Pear (upcoming),2022,,,,,,"$51,043.12",,,,,,14447
411,BYD,Tang EV,2018,,,,,,"$47,753.31",,,,,,16364
412,Changan,Deepal S07,2017,,,,,,"$65,466.82",,,,,,3680
413,Great Wall Motors,ORA Good Cat,2017,,,,,,"$130,905.23",,,,,,17250
414,VinFast,VF 8,2018,,,,,,"$144,914.84",,,,,,11831
415,Ford,Explorer EV (Europe),2020,,,,,,"$147,302.84",,,,,,9457
416,Faraday Future,FF 91,2021,,,,,,"$66,387.74",,,,,,216
417,Acura,ZDX (with GM Ultium),2021,,,,,,"$129,874.05",,,,,,15186
418,Nissan,Leaf,2017,,,,,,"$109,909.62",,,,,,9083
419,Audi,A6 e-tron (upcoming),2020,,,,,,"$87,124.89",,,,,,19059
420,Ford,E-Transit,2022,,,,,,"$73,339.61",,,,,,16838
421,Opel,Grandland Electric,2017,,,,,,"$134,693.18",,,,,,19006
422,Canoo,Lifestyle Vehicle,2015,,,,,,"$140,508.89",,,,,,17224
423,Dacia,Jogger Hybrid,2021,,,,,,"$87,542.19",,,,,,11208
424,Dacia,Bigster EV (upcoming),2015,,,,,,"$47,083.12",,,,,,3660
425,Nissan,Ariya,2021,,,,,,"$139,023.52",,,,,,6730
426,Lucid Motors,Lucid Air,2025,,,,,,"$71,740.39",,,,,,18944
427,Lotus,Eletre,2018,,,,,,"$41,842.29",,,,,,3516
428,Fisker,Pear (upcoming),2021,,,,,,"$67,713.63",,,,,,1330
429,Rimac,Nevera,2016,,,,,,"$130,930.82",,,,,,15586
430,BYD,Tang EV,2015,,,,,,"$109,025.79",,,,,,5528
431,BYD,Tang EV,2020,,,,,,"$80,964.50",,,,,,13114
432,Great Wall Motors,ORA Ballet Cat,2024,,,,,,"$84,556.17",,,,,,1731
433,Mahindra,XUV400,2017,,,,,,"$104,787.91",,,,,,9619
434,Mahindra,Born Electric (upcoming range),2023,,,,,,"$33,791.82",,,,,,1076
435,Lamborghini,Lanzador (upcoming EV),2017,,,,,,"$43,125.84",,,,,,5121
436,BMW,i7,2019,,,,,,"$64,132.50",,,,,,19135
437,Citroen,Ami,2020,,,,,,"$36,773.91",,,,,,9991
438,Pininfarina,Battista,2015,,,,,,"$138,169.18",,,,,,12789
439,Ferrari,SF90 Stradale (PHEV),2022,,,,,,"$127,374.86",,,,,,2468
440,Rivian,R1S,2019,,,,,,"$104,948.67",,,,,,17401
441,Zeekr,Zeekr X,2020,,,,,,"$65,989.08",,,,,,17942
442,Nissan,Leaf,2024,,,,,,"$106,551.16",,,,,,17113
443,BYD,Dolphin,2017,,,,,,"$79,231.23",,,,,,8403
444,Cadillac,Lyriq,2021,,,,,,"$129,267.46",,,,,,5221
445,Volkswagen,ID.3,2019,,,,,,"$35,067.88",,,,,,19713
446,Audi,Q8 e-tron,2020,,,,,,"$116,908.13",,,,,,19019
447,Honda,Honda Prologue,2016,,,,,,"$100,119.15",,,,,,14400
448,Honda,Honda e (discontinued),2015,,,,,,"$80,853.76",,,,,,690
449,Cadillac,Lyriq,2025,,,,,,"$76,162.83",,,,,,12729
450,XPeng,G9,2019,,,,,,"$133,130.01",,,,,,2624
451,Great Wall Motors,ORA Ballet Cat,2021,,,,,,"$128,428.96",,,,,,17947
452,Rimac,Nevera,2015,,,,,,"$124,922.32",,,,,,5171
453,Lotus,Evija,2025,,,,,,"$68,327.90",,,,,,6509
454,Li Auto,L9,2017,,,,,,"$32,756.41",,,,,,5529
455,XPeng,X9,2021,,,,,,"$98,069.15",,,,,,6656
456,Canoo,Pickup,2019,,,,,,"$102,009.93",,,,,,942
457,Honda,e:Ny1,2024,,,,,,"$86,265.79",,,,,,8396
458,Kia,Soul EV,2015,,,,,,"$142,718.63",,,,,,9912
459,Mini,Mini Cooper SE,2017,,,,,,"$90,449.61",,,,,,8532
460,Rimac,Nevera,2017,,,,,,"$141,148.45",,,,,,10339
461,Mahindra,XUV400,2023,,,,,,"$47,834.50",,,,,,3801
462,Chevrolet,Silverado EV,2020,,,,,,"$116,371.68",,,,,,16670
463,Ferrari,Ferrari EV (2025+),2024,,,,,,"$98,494.54",,,,,,9315
464,Skoda,Enyaq,2021,,,,,,"$48,453.06",,,,,,19470
465,Tesla,Model X,2015,,,,,,"$149,978.53",,,,,,10589
466,Peugeot,e-208,2023,,,,,,"$145,805.92",,,,,,9336
467,Citroen,Ami,2017,,,,,,"$140,603.98",,,,,,6549
468,Geely,Geometry C,2022,,,,,,"$127,319.32",,,,,,7347
469,Skoda,Elroq (upcoming),2017,,,,,,"$82,482.66",,,,,,17140
470,Mazda,MX-30,2023,,,,,,"$79,562.33",,,,,,16496
471,Jaguar,I-PACE,2017,,,,,,"$135,210.64",,,,,,11184
472,Rivian,R1T,2016,,,,,,"$32,149.83",,,,,,19722
473,Mahindra,Born Electric (upcoming range),2024,,,,,,"$40,516.22",,,,,,6856
474,Genesis,GV70 Electric,2025,,,,,,"$122,366.54",,,,,,14590
475,Great Wall Motors,ORA Good Cat,2022,,,,,,"$30,944.91",,,,,,9528
476,Mahindra,Born Electric (upcoming range),2022,,,,,,"$37,284.56",,,,,,15510
477,Mahindra,Born Electric (upcoming range),2022,,,,,,"$86,308.85",,,,,,15350
478,Mazda,Mazda EV (upcoming models),2021,,,,,,"$125,970.61",,,,,,15823
479,Porsche,Macan EV,2017,,,,,,"$89,247.01",,,,,,5197
480,Canoo,MPDV,2015,,,,,,"$44,482.56",,,,,,8765
481,Seat,Avenger,2015,,,,,,"$120,691.72",,,,,,3454
482,Acura,ZDX (with GM Ultium),2018,,,,,,"$121,435.76",,,,,,14388
483,Opel,Corsa-e,2018,,,,,,"$40,228.06",,,,,,13818
484,Volkswagen,ID.2all,2021,,,,,,"$91,938.64",,,,,,16952
485,Hyundai,Ioniq 6,2020,,,,,,"$121,103.09",,,,,,17032
486,Li Auto,MEGA,2025,,,,,,"$30,948.27",,,,,,17839
487,VinFast,VFe34 (discontinued),2025,,,,,,"$135,716.96",,,,,,17054
488,Mazda,MX-30,2016,,,,,,"$49,203.28",,,,,,16556
489,Renault,Megane E-Tech,2020,,,,,,"$108,115.49",,,,,,19057
490,Dacia,Jogger Hybrid,2020,,,,,,"$92,360.00",,,,,,3210
491,Dacia,Bigster EV (upcoming),2021,,,,,,"$83,539.69",,,,,,19146
492,Acura,ZDX (with GM Ultium),2022,,,,,,"$47,321.54",,,,,,3868
493,Rivian,R1S,2022,,,,,,"$44,251.93",,,,,,5023
494,BYD,Seal,2020,,,,,,"$100,754.91",,,,,,4008
495,Fisker,Ocean,2015,,,,,,"$123,761.92",,,,,,14715
496,Renault,Scenic E-Tech,2016,,,,,,"$138,029.33",,,,,,2900
497,Dacia,Jogger Hybrid,2024,,,,,,"$44,853.79",,,,,,17096
498,Citroen,ë-Spacetourer,2023,,,,,,"$62,995.50",,,,,,10499
499,Jeep,Wrangler 4xe (PHEV),2022,,,,,,"$32,886.83",,,,,,5510
500,Ford,F-150 Lightning,2019,,,,,,"$37,069.65",,,,,,4668
501,Rimac,Nevera,2021,,,,,,"$101,640.55",,,,,,10431
502,Lamborghini,Lanzador (upcoming EV),2016,,,,,,"$32,234.74",,,,,,9981
503,Li Auto,MEGA,2016,,,,,,"$148,237.05",,,,,,32
504,GMC,Hummer EV SUV,2025,,,,,,"$60,106.67",,,,,,1490
505,Peugeot,e-208,2019,,,,,,"$149,858.55",,,,,,8564
506,Geely,Geometry C,2018,,,,,,"$101,941.64",,,,,,313
507,Porsche,Cayenne Electric (upcoming),2023,,,,,,"$124,476.63",,,,,,19703
508,NIO,ET9,2015,,,,,,"$56,582.49",,,,,,9934
509,Volvo,C40 Recharge,2022,,,,,,"$148,111.62",,,,,,18080
510,Mini,Mini Aceman,2024,,,,,,"$45,389.57",,,,,,8989
511,Skoda,Enyaq,2025,,,,,,"$81,253.74",,,,,,3988
512,Lotus,Emeya,2022,,,,,,"$140,206.98",,,,,,18737
513,Peugeot,e-2008,2021,,,,,,"$37,541.29",,,,,,10954
514,Polestar,Polestar 2,2022,,,,,,"$92,361.01",,,,,,14629
515,Jaguar,I-PACE,2015,,,,,,"$37,440.27",,,,,,1828
516,BMW,i4,2021,,,,,,"$101,949.10",,,,,,3318
517,Genesis,GV60,2022,,,,,,"$101,421.01",,,,,,8397
518,Li Auto,MEGA,2024,,,,,,"$67,400.02",,,,,,4830
519,Subaru,Solterra,2019,,,,,,"$90,852.94",,,,,,6594
520,Pininfarina,Battista,2025,,,,,,"$97,931.63",,,,,,16250
521,Tesla,Roadster (upcoming),2018,,,,,,"$118,150.34",,,,,,11888
522,Audi,Q4 e-tron,2015,,,,,,"$100,282.37",,,,,,7174
523,Renault,5 E-Tech,2020,,,,,,"$131,145.77",,,,,,11088
524,Subaru,Solterra,2018,,,,,,"$147,252.22",,,,,,6214
525,Maserati,GranTurismo Folgore,2020,,,,,,"$121,569.88",,,,,,9177
526,MG,MG ES5,2018,,,,,,"$76,573.90",,,,,,17218
527,Great Wall Motors,ORA Ballet Cat,2022,,,,,,"$137,386.16",,,,,,12258
528,Lamborghini,Revuelto (PHEV),2017,,,,,,"$34,937.15",,,,,,10388
529,NIO,ET5,2017,,,,,,"$39,890.22",,,,,,3224
530,Audi,Q4 e-tron,2015,,,,,,"$119,425.36",,,,,,17797
531,Tesla,Model X,2019,,,,,,"$120,936.73",,,,,,6877
532,Volvo,EX90,2022,,,,,,"$143,031.57",,,,,,10012
533,Tesla,Model Y,2025,,,,,,"$120,315.14",,,,,,5036
534,Ferrari,Ferrari EV (2025+),2024,,,,,,"$54,504.55",,,,,,9982
535,Mercedes-Benz,EQS,2025,,,,,,"$53,879.85",,,,,,1882
536,Lotus,Eletre,2017,,,,,,"$43,289.27",,,,,,4257
537,Subaru,Solterra,2025,,,,,,"$90,297.00",,,,,,19819
538,Lotus,Emeya,2024,,,,,,"$64,549.41",,,,,,13600
539,Porsche,Cayenne Electric (upcoming),2022,,,,,,"$143,482.48",,,,,,7119
540,Li Auto,L7,2020,,,,,,"$49,780.69",,,,,,15135
541,Pininfarina,Battista,2018,,,,,,"$46,377.67",,,,,,14343
542,Great Wall Motors,ORA Lightning Cat,2017,,,,,,"$44,898.17",,,,,,14439
543,Porsche,Macan EV,2015,,,,,,"$130,380.14",,,,,,10103
544,BMW,iX1,2015,,,,,,"$74,957.36",,,,,,6296
545,Mini,Mini Electric,2018,,,,,,"$35,281.50",,,,,,17750
546,Zeekr,Zeekr 001,2018,,,,,,"$108,479.13",,,,,,12090
547,Audi,e-tron GT,2021,,,,,,"$124,951.17",,,,,,12732
548,Opel,Grandland Electric,2017,,,,,,"$109,964.47",,,,,,7616
549,Jeep,Wrangler 4xe (PHEV),2018,,,,,,"$118,549.59",,,,,,4969
550,Rivian,EDV (Electric Delivery Van),2015,,,,,,"$69,442.78",,,,,,9452
551,Volvo,EX30,2020,,,,,,"$113,553.37",,,,,,2117
552,Audi,e-tron GT,2015,,,,,,"$50,841.10",,,,,,6472
553,Zeekr,Zeekr X,2024,,,,,,"$54,168.12",,,,,,15424
554,Zeekr,Zeekr 007,2017,,,,,,"$81,287.67",,,,,,15192
555,Changan,Deepal S07,2021,,,,,,"$86,311.02",,,,,,16103
556,Li Auto,MEGA,2020,,,,,,"$34,659.23",,,,,,11422
557,Dacia,Bigster EV (upcoming),2025,,,,,,"$118,279.70",,,,,,925
558,Mini,Mini Aceman,2017,,,,,,"$102,257.92",,,,,,13030
559,Jeep,Wrangler 4xe (PHEV),2023,,,,,,"$60,344.55",,,,,,13487
560,Hyundai,Kona Electric,2025,,,,,,"$55,143.07",,,,,,3174
561,Opel,Grandland Electric,2021,,,,,,"$74,958.17",,,,,,6965
562,Lucid Motors,Lucid Air,2017,,,,,,"$139,556.57",,,,,,11211
563,Jeep,Grand Cherokee 4xe (PHEV),2022,,,,,,"$120,215.84",,,,,,12309
564,Lotus,Emeya,2022,,,,,,"$111,823.20",,,,,,11666
565,Faraday Future,FF 91,2015,,,,,,"$44,747.34",,,,,,15571
566,Li Auto,L8,2015,,,,,,"$73,224.67",,,,,,2666
567,Zeekr,Zeekr 007,2025,,,,,,"$53,409.23",,,,,,9874
568,Lamborghini,Lanzador (upcoming EV),2017,,,,,,"$58,908.19",,,,,,957
569,Rimac,Nevera,2019,,,,,,"$110,472.15",,,,,,10905
570,Ferrari,Ferrari EV (2025+),2016,,,,,,"$124,209.83",,,,,,2920
571,Peugeot,e-2008,2016,,,,,,"$99,230.02",,,,,,10474
572,Faraday Future,FF 91,2023,,,,,,"$94,595.15",,,,,,14935
573,Cadillac,Celestiq,2017,,,,,,"$67,066.97",,,,,,16220
574,Dacia,Bigster EV (upcoming),2015,,,,,,"$142,131.95",,,,,,5216
575,Lamborghini,Lanzador (upcoming EV),2020,,,,,,"$93,341.33",,,,,,4289
576,Citroen,Ami,2015,,,,,,"$99,258.89",,,,,,299
577,Renault,Megane E-Tech,2025,,,,,,"$81,253.33",,,,,,3845
578,Genesis,GV80 Electric,2024,,,,,,"$44,256.31",,,,,,2936
579,Canoo,MPDV,2021,,,,,,"$43,995.32",,,,,,15712
580,Seat,Avenger,2024,,,,,,"$45,028.37",,,,,,12903
581,Canoo,MPDV,2023,,,,,,"$54,895.65",,,,,,14654
582,Jaguar,I-PACE,2017,,,,,,"$132,174.01",,,,,,13862
583,Tesla,Model 3,2019,,,,,,"$83,390.43",,,,,,17636
584,Rivian,EDV (Electric Delivery Van),2016,,,,,,"$65,965.11",,,,,,4210
585,GMC,Hummer EV SUV,2016,,,,,,"$39,990.49",,,,,,8827
586,Seat,Avenger,2020,,,,,,"$48,418.97",,,,,,3604
587,Lamborghini,Lanzador (upcoming EV),2016,,,,,,"$47,559.56",,,,,,3440
588,Porsche,Panamera EV,2024,,,,,,"$133,847.80",,,,,,5920
589,Faraday Future,FF 91,2022,,,,,,"$47,120.42",,,,,,8162
590,Cadillac,Celestiq,2022,,,,,,"$63,098.76",,,,,,13320
591,Hyundai,Kona Electric,2016,,,,,,"$40,150.21",,,,,,4470
592,Mahindra,XUV400,2021,,,,,,"$114,311.01",,,,,,19962
593,Cadillac,Celestiq,2017,,,,,,"$74,046.11",,,,,,3710
594,Skoda,Enyaq,2023,,,,,,"$65,225.40",,,,,,16892
595,Changan,Q05,2022,,,,,,"$72,467.13",,,,,,14116
596,Lucid Motors,Lucid Air,2023,,,,,,"$30,829.25",,,,,,17577
597,Kia,EV9,2025,,,,,,"$30,697.23",,,,,,10853
598,Mercedes-Benz,EQB,2022,,,,,,"$89,468.11",,,,,,4306
599,Kia,Soul EV,2017,,,,,,"$129,580.29",,,,,,14055
600,GMC,Hummer EV Pickup,2023,,,,,,"$149,310.85",,,,,,16460
601,Porsche,Macan EV,2024,,,,,,"$34,603.97",,,,,,13346
602,Subaru,Solterra,2018,,,,,,"$66,514.80",,,,,,5955
603,Tesla,Model S,2025,,,,,,"$102,782.62",,,,,,447
604,Lamborghini,Revuelto (PHEV),2020,,,,,,"$63,113.63",,,,,,3943
605,Jeep,Grand Cherokee 4xe (PHEV),2018,,,,,,"$104,281.24",,,,,,6281
606,Lamborghini,Lanzador (upcoming EV),2023,,,,,,"$38,125.02",,,,,,4224
607,Chevrolet,Equinox EV,2015,,,,,,"$93,896.38",,,,,,19897
608,Rivian,R1T,2015,,,,,,"$124,877.63",,,,,,8798
609,Jaguar,I-PACE,2018,,,,,,"$143,045.52",,,,,,17517
610,Tesla,Roadster (upcoming),2020,,,,,,"$114,655.41",,,,,,341
611,Volvo,EX30,2017,,,,,,"$112,573.85",,,,,,7229
612,Toyota,bZ4X,2024,,,,,,"$57,806.78",,,,,,5770
613,Ferrari,Roma PHEV,2017,,,,,,"$128,099.90",,,,,,13189
614,Renault,5 E-Tech,2015,,,,,,"$31,626.25",,,,,,19648
615,VinFast,VF 6,2016,,,,,,"$87,651.05",,,,,,17810
616,Toyota,Lexus UX 300e,2023,,,,,,"$42,307.93",,,,,,13996
617,Ford,E-Transit,2025,,,,,,"$115,782.14",,,,,,11708
618,GMC,Hummer EV SUV,2016,,,,,,"$102,540.77",,,,,,9881
619,Canoo,Pickup,2020,,,,,,"$141,945.82",,,,,,12799
620,Renault,Kangoo E-Tech,2016,,,,,,"$68,766.41",,,,,,13564
621,VinFast,VF 8,2017,,,,,,"$95,920.71",,,,,,13822
622,Ferrari,Ferrari EV (2025+),2018,,,,,,"$132,071.41",,,,,,11447
623,Opel,Corsa-e,2019,,,,,,"$129,338.62",,,,,,863
624,Zeekr,Zeekr 009,2015,,,,,,"$101,271.08",,,,,,18650
625,Ford,F-150 Lightning,2022,,,,,,"$116,706.89",,,,,,5687
626,Mercedes-Benz,EQC,2021,,,,,,"$129,542.19",,,,,,17088
627,Volkswagen,ID.Buzz,2018,,,,,,"$119,519.49",,,,,,13274
628,Mercedes-Benz,EQC,2020,,,,,,"$73,524.20",,,,,,6943
629,Tesla,Model X,2018,,,,,,"$40,204.72",,,,,,10308
630,Subaru,Solterra,2020,,,,,,"$76,876.96",,,,,,3309
631,Faraday Future,FF 91,2015,,,,,,"$48,184.54",,,,,,4615
632,Mercedes-Benz,EQE SUV,2022,,,,,,"$142,816.94",,,,,,16302
633,Faraday Future,FF 91,2017,,,,,,"$84,576.94",,,,,,5871
634,Opel,Mokka-e,2019,,,,,,"$46,853.67",,,,,,4226
635,BYD,Atto 3,2024,,,,,,"$61,539.29",,,,,,18376
636,Ford,Mustang Mach-E,2019,,,,,,"$134,899.07",,,,,,3575
637,Porsche,Taycan,2021,,,,,,"$71,090.83",,,,,,17861
638,Great Wall Motors,ORA Good Cat,2025,,,,,,"$127,024.03",,,,,,13858
639,Honda,Honda e (discontinued),2017,,,,,,"$134,853.11",,,,,,3029
640,Pininfarina,Battista,2017,,,,,,"$112,659.66",,,,,,19566
641,Audi,A6 e-tron (upcoming),2024,,,,,,"$137,580.13",,,,,,17062
642,Tesla,Model Y,2017,,,,,,"$119,484.90",,,,,,6263
643,Ferrari,SF90 Stradale (PHEV),2020,,,,,,"$134,130.98",,,,,,13954
644,Citroen,ë-Spacetourer,2016,,,,,,"$101,387.02",,,,,,3251
645,Faraday Future,FF 91,2016,,,,,,"$119,993.24",,,,,,9499
646,Rivian,R1T,2022,,,,,,"$72,073.64",,,,,,12276
647,MG,MG5 EV,2019,,,,,,"$30,498.91",,,,,,19659
648,Pininfarina,Battista,2024,,,,,,"$107,332.12",,,,,,5692
649,Rimac,Nevera,2021,,,,,,"$105,772.93",,,,,,10564
650,Hyundai,Kona Electric,2015,,,,,,"$114,909.11",,,,,,11734
651,Polestar,Polestar 3,2019,,,,,,"$109,110.92",,,,,,3635
652,Cadillac,Lyriq,2016,,,,,,"$89,309.41",,,,,,2500
653,Skoda,Enyaq Coupe,2021,,,,,,"$51,576.77",,,,,,11233
654,Great Wall Motors,ORA Ballet Cat,2024,,,,,,"$53,141.43",,,,,,3761
655,Nissan,Ariya,2017,,,,,,"$87,788.98",,,,,,14288
656,XPeng,G6,2019,,,,,,"$42,347.35",,,,,,13885
657,Peugeot,e-3008,2020,,,,,,"$72,349.86",,,,,,9616
658,Canoo,MPDV,2023,,,,,,"$81,526.42",,,,,,4007
659,Rimac,Nevera,2020,,,,,,"$97,396.87",,,,,,19919
660,Audi,A6 e-tron (upcoming),2025,,,,,,"$53,778.05",,,,,,19707
661,Jeep,Recon (upcoming),2018,,,,,,"$64,123.90",,,,,,533
662,Great Wall Motors,ORA Good Cat,2021,,,,,,"$96,774.02",,,,,,3978
663,GMC,Hummer EV Pickup,2015,,,,,,"$68,743.08",,,,,,17614
664,Seat,Avenger,2019,,,,,,"$39,005.06",,,,,,19118
665,Jaguar,I-PACE,2020,,,,,,"$110,188.23",,,,,,15817
666,Hyundai,Ioniq 6,2019,,,,,,"$118,232.19",,,,,,7082
667,Canoo,Pickup,2018,,,,,,"$67,419.05",,,,,,12634
668,GMC,Hummer EV Pickup,2021,,,,,,"$144,179.35",,,,,,543
669,Porsche,Panamera EV,2015,,,,,,"$141,231.33",,,,,,1741
670,Toyota,Lexus RZ,2016,,,,,,"$52,733.96",,,,,,1634
671,Polestar,Polestar 2,2018,,,,,,"$93,855.81",,,,,,7205
672,Canoo,MPDV,2019,,,,,,"$64,559.11",,,,,,15622
673,Subaru,Solterra,2017,,,,,,"$84,625.96",,,,,,5594
674,Citroen,ë-C4,2024,,,,,,"$59,701.25",,,,,,17212
675,Mercedes-Benz,EQE,2016,,,,,,"$118,177.80",,,,,,11554
676,Dacia,Bigster EV (upcoming),2023,,,,,,"$112,294.10",,,,,,11704
677,Nissan,Leaf,2024,,,,,,"$40,712.88",,,,,,17265
678,Honda,Honda e (discontinued),2020,,,,,,"$63,149.66",,,,,,14910
679,VinFast,VF 8,2019,,,,,,"$48,027.33",,,,,,510
680,Chevrolet,Bolt EUV,2019,,,,,,"$81,638.74",,,,,,18374
681,Hyundai,Ioniq 6,2017,,,,,,"$33,856.40",,,,,,8560
682,Cadillac,Celestiq,2017,,,,,,"$46,701.16",,,,,,9743
683,Acura,ZDX (with GM Ultium),2023,,,,,,"$93,188.57",,,,,,15287
684,Li Auto,MEGA,2015,,,,,,"$46,870.27",,,,,,9612
685,Citroen,ë-Spacetourer,2017,,,,,,"$40,159.09",,,,,,10856
686,Jaguar,I-PACE,2018,,,,,,"$137,406.28",,,,,,6576
687,Audi,e-tron,2017,,,,,,"$42,432.84",,,,,,6030
688,Maserati,GranTurismo Folgore,2024,,,,,,"$106,343.66",,,,,,17913
689,Great Wall Motors,ORA Lightning Cat,2019,,,,,,"$63,021.76",,,,,,18488
690,Tesla,Cybertruck,2019,,,,,,"$138,847.01",,,,,,16404
691,Rivian,R1S,2023,,,,,,"$116,305.09",,,,,,12908
692,Genesis,G80 Electric,2021,,,,,,"$68,889.19",,,,,,5215
693,Kia,Soul EV,2022,,,,,,"$127,026.66",,,,,,13764
694,BMW,iX1,2019,,,,,,"$74,918.65",,,,,,18801
695,Lucid Motors,Lucid Air,2019,,,,,,"$49,450.75",,,,,,3152
696,Chevrolet,Bolt EUV,2015,,,,,,"$111,883.34",,,,,,11681
697,Lamborghini,Revuelto (PHEV),2016,,,,,,"$45,263.09",,,,,,17712
698,Nissan,Leaf,2019,,,,,,"$134,576.80",,,,,,10231
699,GMC,Hummer EV Pickup,2023,,,,,,"$148,192.07",,,,,,4564
700,Lamborghini,Lanzador (upcoming EV),2025,,,,,,"$143,759.71",,,,,,2640
701,Great Wall Motors,ORA Good Cat,2019,,,,,,"$108,040.44",,,,,,6428
702,Cadillac,Celestiq,2025,,,,,,"$121,881.78",,,,,,12049
703,Lucid Motors,Lucid Gravity,2021,,,,,,"$57,255.11",,,,,,2510
704,Volkswagen,ID.6,2017,,,,,,"$45,565.95",,,,,,6745
705,Dacia,Bigster EV (upcoming),2018,,,,,,"$65,122.01",,,,,,1769
706,Li Auto,MEGA,2019,,,,,,"$96,355.88",,,,,,14868
707,Nissan,Ariya,2015,,,,,,"$40,139.20",,,,,,7354
708,NIO,ET9,2025,,,,,,"$121,559.56",,,,,,7095
709,Pininfarina,Battista,2021,,,,,,"$96,395.30",,,,,,17003
710,Mercedes-Benz,EQS SUV,2022,,,,,,"$63,684.02",,,,,,18713
711,Chevrolet,Equinox EV,2019,,,,,,"$98,212.93",,,,,,1212
712,Great Wall Motors,ORA Ballet Cat,2023,,,,,,"$103,239.42",,,,,,4168
713,Acura,ZDX (with GM Ultium),2017,,,,,,"$34,620.21",,,,,,1992
714,Honda,Honda Prologue,2015,,,,,,"$35,367.97",,,,,,7765
715,Rimac,Nevera,2025,,,,,,"$69,184.87",,,,,,1020
716,BYD,Han EV,2019,,,,,,"$55,377.56",,,,,,7040
717,Jeep,Wrangler 4xe (PHEV),2025,,,,,,"$145,035.02",,,,,,3972
718,Faraday Future,FF 91,2024,,,,,,"$53,402.83",,,,,,7565
719,Rimac,Nevera,2018,,,,,,"$72,238.15",,,,,,7528
