Brand,Model_Name,Year,Price_USD,Units_Sold_2024,battery_capacity_kwh,range_km,efficiency_wh_per_km,fast_charging_power_kw_dc,Vehicle_ID,efficiency_km_per_kwh
Jeep,Wagoneer S,2016.0,77704.62,16870.0,,,,,2555.0,
Jeep,Wagoneer S,2024.0,144668.51,7018.0,,,,,2660.0,
Jeep,Wagoneer S,2019.0,60513.2,1245.0,,,,,2858.0,
Tesla,Cybertruck,2019.0,60297.41,1756.0,,,,,46.0,
Tesla,Cybertruck,2025.0,138352.19,4481.0,,,,,65.0,
Tesla,Cybertruck,2025.0,48164.9,19319.0,,,,,183.0,
Tesla,Cybertruck,2023.0,62526.25,17713.0,,,,,360.0,
Tesla,Cybertruck,2019.0,138847.01,16404.0,,,,,690.0,
Tesla,Cybertruck,2017.0,68423.78,9815.0,,,,,1128.0,
Tesla,Cybertruck,2015.0,129108.56,1294.0,,,,,1337.0,
Tesla,Cybertruck,2018.0,146360.46,2320.0,,,,,1903.0,
Tesla,Cybertruck,2017.0,32179.01,4003.0,,,,,1940.0,
Tesla,Cybertruck,2018.0,90910.48,9200.0,,,,,1948.0,
Tesla,Cybertruck,2021.0,144096.94,11855.0,,,,,1971.0,
Tesla,Cybertruck,2016.0,89951.3,17166.0,,,,,2211.0,
Tesla,Cybertruck,2021.0,77135.5,9534.0,,,,,2401.0,
Tesla,Cybertruck,2023.0,56800.73,1691.0,,,,,2467.0,
Ford,E-Transit,2016.0,124888.9,10006.0,,,,,47.0,
Ford,E-Transit,2025.0,31338.02,17941.0,,,,,266.0,
Ford,E-Transit,2022.0,73339.61,16838.0,,,,,420.0,
Ford,E-Transit,2025.0,115782.14,11708.0,,,,,617.0,
Ford,E-Transit,2020.0,81035.75,13395.0,,,,,806.0,
Ford,E-Transit,2017.0,117908.21,5907.0,,,,,1347.0,
Ford,E-Transit,2018.0,76109.84,12156.0,,,,,1645.0,
Ford,E-Transit,2025.0,104132.83,11943.0,,,,,1980.0,
Ford,E-Transit,2019.0,112539.96,6893.0,,,,,2352.0,
Ford,E-Transit,2015.0,112943.08,8842.0,,,,,2423.0,
Ford,E-Transit,2016.0,86029.81,3895.0,,,,,2600.0,
Ford,E-Transit,2019.0,88678.05,8540.0,,,,,2620.0,
Ford,E-Transit,2023.0,137346.69,1796.0,,,,,2650.0,
Ford,E-Transit,2018.0,135571.3,4659.0,,,,,2855.0,
Ford,E-Transit,2025.0,87319.8,13.0,,,,,2939.0,
GMC,Hummer EV Pickup,2024.0,61757.54,14762.0,,,,,48.0,
GMC,Hummer EV Pickup,2018.0,82076.58,10629.0,,,,,61.0,
GMC,Hummer EV Pickup,2022.0,104423.06,4460.0,,,,,160.0,
GMC,Hummer EV Pickup,2022.0,79572.87,14993.0,,,,,231.0,
GMC,Hummer EV Pickup,2016.0,118511.19,11692.0,,,,,303.0,
GMC,Hummer EV Pickup,2023.0,149310.85,16460.0,,,,,600.0,
GMC,Hummer EV Pickup,2015.0,68743.08,17614.0,,,,,663.0,
GMC,Hummer EV Pickup,2021.0,144179.35,543.0,,,,,668.0,
GMC,Hummer EV Pickup,2023.0,148192.07,4564.0,,,,,699.0,
GMC,Hummer EV Pickup,2024.0,64066.52,4046.0,,,,,784.0,
GMC,Hummer EV Pickup,2015.0,121751.15,8145.0,,,,,834.0,
GMC,Hummer EV Pickup,2017.0,46955.07,15498.0,,,,,1050.0,
GMC,Hummer EV Pickup,2015.0,94337.82,4903.0,,,,,1106.0,
GMC,Hummer EV Pickup,2024.0,59567.58,2027.0,,,,,1141.0,
GMC,Hummer EV Pickup,2018.0,56957.92,18258.0,,,,,1348.0,
GMC,Hummer EV Pickup,2018.0,58595.82,13870.0,,,,,1502.0,
GMC,Hummer EV Pickup,2022.0,37776.24,12799.0,,,,,1535.0,
GMC,Hummer EV Pickup,2022.0,107535.32,12339.0,,,,,1615.0,
GMC,Hummer EV Pickup,2025.0,53597.06,15276.0,,,,,1919.0,
GMC,Hummer EV Pickup,2015.0,86364.33,14475.0,,,,,2075.0,
GMC,Hummer EV Pickup,2016.0,102846.2,8057.0,,,,,2159.0,
GMC,Hummer EV Pickup,2019.0,82911.25,18675.0,,,,,2388.0,
GMC,Hummer EV Pickup,2021.0,127576.95,7419.0,,,,,2518.0,
GMC,Hummer EV Pickup,2018.0,54261.4,17750.0,,,,,2586.0,
GMC,Hummer EV Pickup,2015.0,48149.84,17248.0,,,,,2599.0,
GMC,Hummer EV Pickup,2022.0,86383.47,14075.0,,,,,2618.0,
GMC,Hummer EV Pickup,2015.0,144721.89,18099.0,,,,,2628.0,
GMC,Hummer EV Pickup,2016.0,62570.85,14741.0,,,,,2946.0,
GMC,Hummer EV Pickup,2021.0,60224.23,13512.0,,,,,3012.0,
Cadillac,Celestiq,2019.0,84483.76,13930.0,,,,,49.0,
Cadillac,Celestiq,2020.0,56909.38,14061.0,,,,,79.0,
Cadillac,Celestiq,2015.0,136748.91,662.0,,,,,220.0,
Cadillac,Celestiq,2025.0,56185.09,12262.0,,,,,226.0,
Cadillac,Celestiq,2025.0,49654.37,6646.0,,,,,339.0,
Cadillac,Celestiq,2017.0,67066.97,16220.0,,,,,573.0,
Cadillac,Celestiq,2022.0,63098.76,13320.0,,,,,590.0,
Cadillac,Celestiq,2017.0,74046.11,3710.0,,,,,593.0,
Cadillac,Celestiq,2017.0,46701.16,9743.0,,,,,682.0,
Cadillac,Celestiq,2025.0,121881.78,12049.0,,,,,702.0,
Cadillac,Celestiq,2024.0,118491.62,4977.0,,,,,974.0,
Cadillac,Celestiq,2021.0,39006.81,1570.0,,,,,1056.0,
Cadillac,Celestiq,2019.0,125163.78,6986.0,,,,,1180.0,
Cadillac,Celestiq,2021.0,102444.53,9473.0,,,,,1500.0,
Cadillac,Celestiq,2023.0,32847.56,10909.0,,,,,1601.0,
Cadillac,Celestiq,2022.0,145400.46,2109.0,,,,,1929.0,
Cadillac,Celestiq,2016.0,73090.41,17486.0,,,,,2103.0,
Cadillac,Celestiq,2021.0,53009.4,16970.0,,,,,2232.0,
Cadillac,Celestiq,2015.0,144849.17,18397.0,,,,,2357.0,
Cadillac,Celestiq,2016.0,87467.04,7283.0,,,,,2582.0,
Cadillac,Celestiq,2021.0,98874.99,9404.0,,,,,2709.0,
Cadillac,Celestiq,2025.0,33873.54,4873.0,,,,,2808.0,
Cadillac,Celestiq,2015.0,102581.77,2380.0,,,,,2815.0,
Citroen,Ami,2019.0,108181.14,15401.0,,,,,52.0,
Citroen,Ami,2021.0,131933.09,2569.0,,,,,154.0,
Citroen,Ami,2021.0,75020.68,14899.0,,,,,177.0,
Citroen,Ami,2015.0,97352.47,12699.0,,,,,255.0,
Citroen,Ami,2021.0,55671.38,6.0,,,,,322.0,
Citroen,Ami,2024.0,47761.49,13058.0,,,,,327.0,
Citroen,Ami,2020.0,36773.91,9991.0,,,,,437.0,
Citroen,Ami,2017.0,140603.98,6549.0,,,,,467.0,
Citroen,Ami,2015.0,99258.89,299.0,,,,,576.0,
Citroen,Ami,2023.0,40865.07,4359.0,,,,,845.0,
Citroen,Ami,2017.0,88967.06,7283.0,,,,,1231.0,
Citroen,Ami,2020.0,127586.24,15094.0,,,,,1290.0,
Citroen,Ami,2024.0,139300.64,16984.0,,,,,1318.0,
Citroen,Ami,2025.0,119305.3,15060.0,,,,,1472.0,
Citroen,Ami,2017.0,126717.71,14069.0,,,,,1529.0,
Citroen,Ami,2020.0,63693.82,19667.0,,,,,1791.0,
Citroen,Ami,2019.0,73450.53,18805.0,,,,,1828.0,
Citroen,Ami,2016.0,149543.43,145.0,,,,,2432.0,
Citroen,Ami,2025.0,51643.26,10122.0,,,,,2460.0,
Citroen,Ami,2018.0,74003.39,5925.0,,,,,2499.0,
Citroen,Ami,2020.0,65764.67,17273.0,,,,,2580.0,
Citroen,Ami,2021.0,30435.06,841.0,,,,,2837.0,
Citroen,Ami,2024.0,147304.53,3673.0,,,,,2853.0,
Citroen,Ami,2021.0,51889.81,5670.0,,,,,2894.0,
Citroen,Ami,2021.0,131634.85,13694.0,,,,,2901.0,
Citroen,Ami,2021.0,77079.42,13437.0,,,,,2916.0,
Li Auto,L9,2020.0,89456.28,8270.0,,,,,53.0,
Li Auto,L9,2017.0,32756.41,5529.0,,,,,454.0,
Li Auto,L9,2024.0,108832.92,12851.0,,,,,732.0,
Li Auto,L9,2024.0,81516.99,18377.0,,,,,1132.0,
Li Auto,L9,2018.0,77109.85,10947.0,,,,,1197.0,
Li Auto,L9,2023.0,57706.59,11311.0,,,,,2037.0,
Li Auto,L9,2018.0,114883.67,12968.0,,,,,2649.0,
Li Auto,L9,2016.0,141422.21,7336.0,,,,,2792.0,
Li Auto,L9,2020.0,66578.37,5217.0,,,,,2826.0,
Volkswagen,ID.5,2022.0,103064.6,3717.0,,,,,55.0,
Volkswagen,ID.5,2022.0,135211.96,17122.0,,,,,282.0,
Volkswagen,ID.5,2019.0,66580.39,4542.0,,,,,402.0,
Volkswagen,ID.5,2017.0,117644.65,881.0,,,,,770.0,
Volkswagen,ID.5,2021.0,122632.69,2604.0,,,,,1889.0,
Volkswagen,ID.5,2021.0,60764.04,16823.0,,,,,2271.0,
Volkswagen,ID.5,2018.0,45377.85,11110.0,,,,,2546.0,
Volkswagen,ID.5,2022.0,113601.64,3498.0,,,,,2686.0,
Volkswagen,ID.5,2023.0,73210.77,5498.0,,,,,2992.0,
VinFast,VF 7,2022.0,134902.84,5058.0,,,,,59.0,
VinFast,VF 7,2015.0,95163.68,10876.0,,,,,103.0,
VinFast,VF 7,2025.0,139200.49,12007.0,,,,,404.0,
VinFast,VF 7,2017.0,88402.2,2809.0,,,,,879.0,
VinFast,VF 7,2019.0,33833.8,17727.0,,,,,1196.0,
VinFast,VF 7,2017.0,41961.45,3251.0,,,,,1341.0,
VinFast,VF 7,2024.0,65345.19,17609.0,,,,,1412.0,
VinFast,VF 7,2021.0,31513.83,11043.0,,,,,1887.0,
VinFast,VF 7,2017.0,54730.21,19922.0,,,,,2433.0,
VinFast,VF 7,2022.0,49569.86,18537.0,,,,,2790.0,
VinFast,VF 7,2020.0,125220.18,12990.0,,,,,2876.0,
VinFast,VF 7,2019.0,101588.05,15896.0,,,,,2905.0,
VinFast,VF 7,2019.0,31855.91,10204.0,,,,,2969.0,
Great Wall Motors,ORA Lightning Cat,2020.0,132280.96,17728.0,,,,,60.0,
Great Wall Motors,ORA Lightning Cat,2023.0,113714.75,17152.0,,,,,304.0,
Great Wall Motors,ORA Lightning Cat,2017.0,44898.17,14439.0,,,,,542.0,
Great Wall Motors,ORA Lightning Cat,2019.0,63021.76,18488.0,,,,,689.0,
Great Wall Motors,ORA Lightning Cat,2023.0,144174.89,7605.0,,,,,741.0,
Great Wall Motors,ORA Lightning Cat,2019.0,76263.58,19837.0,,,,,752.0,
Great Wall Motors,ORA Lightning Cat,2019.0,110211.83,4672.0,,,,,825.0,
Great Wall Motors,ORA Lightning Cat,2020.0,141659.65,1205.0,,,,,978.0,
Great Wall Motors,ORA Lightning Cat,2021.0,59884.94,3149.0,,,,,1358.0,
Great Wall Motors,ORA Lightning Cat,2018.0,62888.34,3371.0,,,,,1416.0,
Great Wall Motors,ORA Lightning Cat,2023.0,35854.51,2232.0,,,,,1637.0,
Great Wall Motors,ORA Lightning Cat,2021.0,113298.94,18138.0,,,,,1792.0,
Great Wall Motors,ORA Lightning Cat,2017.0,146280.66,7235.0,,,,,1862.0,
Great Wall Motors,ORA Lightning Cat,2016.0,100219.21,4875.0,,,,,1959.0,
Great Wall Motors,ORA Lightning Cat,2020.0,130013.9,769.0,,,,,2132.0,
Great Wall Motors,ORA Lightning Cat,2021.0,139716.3,3108.0,,,,,2152.0,
Great Wall Motors,ORA Lightning Cat,2015.0,109034.7,16533.0,,,,,2247.0,
Great Wall Motors,ORA Lightning Cat,2025.0,98851.29,1272.0,,,,,2261.0,
Great Wall Motors,ORA Lightning Cat,2016.0,103973.21,4454.0,,,,,2663.0,
Great Wall Motors,ORA Lightning Cat,2015.0,85541.46,7691.0,,,,,2824.0,
Mazda,Mazda EV (upcoming models),2020.0,125102.34,16307.0,,,,,62.0,
Mazda,Mazda EV (upcoming models),2018.0,53281.94,17283.0,,,,,95.0,
Mazda,Mazda EV (upcoming models),2024.0,128654.68,9665.0,,,,,265.0,
Mazda,Mazda EV (upcoming models),2024.0,142652.38,4097.0,,,,,301.0,
Mazda,Mazda EV (upcoming models),2017.0,31766.98,10821.0,,,,,309.0,
Mazda,Mazda EV (upcoming models),2018.0,88159.46,704.0,,,,,333.0,
Mazda,Mazda EV (upcoming models),2021.0,80695.46,16405.0,,,,,342.0,
Mazda,Mazda EV (upcoming models),2024.0,125610.93,7817.0,,,,,364.0,
Mazda,Mazda EV (upcoming models),2021.0,125970.61,15823.0,,,,,478.0,
Mazda,Mazda EV (upcoming models),2016.0,114536.92,11189.0,,,,,940.0,
Mazda,Mazda EV (upcoming models),2023.0,45213.47,12930.0,,,,,1020.0,
Mazda,Mazda EV (upcoming models),2020.0,45079.31,12501.0,,,,,1253.0,
Mazda,Mazda EV (upcoming models),2022.0,139471.94,1023.0,,,,,1301.0,
Mazda,Mazda EV (upcoming models),2021.0,85509.12,16385.0,,,,,1392.0,
Mazda,Mazda EV (upcoming models),2022.0,71386.67,1701.0,,,,,1630.0,
Mazda,Mazda EV (upcoming models),2022.0,106337.96,397.0,,,,,1906.0,
Mazda,Mazda EV (upcoming models),2016.0,57293.95,12256.0,,,,,1909.0,
Mazda,Mazda EV (upcoming models),2022.0,33050.17,2719.0,,,,,2015.0,
Mazda,Mazda EV (upcoming models),2023.0,139577.44,1919.0,,,,,2363.0,
Mazda,Mazda EV (upcoming models),2024.0,131342.84,19122.0,,,,,2619.0,
Mazda,Mazda EV (upcoming models),2025.0,50188.59,6789.0,,,,,2631.0,
Mazda,Mazda EV (upcoming models),2018.0,98312.6,12446.0,,,,,2955.0,
Ford,F-150 Lightning,2022.0,85830.39,13903.0,,,,,63.0,
Ford,F-150 Lightning,2020.0,108552.96,15100.0,,,,,147.0,
Ford,F-150 Lightning,2016.0,143030.79,14315.0,,,,,207.0,
Ford,F-150 Lightning,2019.0,37069.65,4668.0,,,,,500.0,
Ford,F-150 Lightning,2022.0,116706.89,5687.0,,,,,625.0,
Ford,F-150 Lightning,2015.0,87243.36,8834.0,,,,,1251.0,
Ford,F-150 Lightning,2024.0,123454.22,12832.0,,,,,1254.0,
Ford,F-150 Lightning,2016.0,105164.29,8449.0,,,,,1623.0,
Ford,F-150 Lightning,2025.0,80309.56,11144.0,,,,,1962.0,
Ford,F-150 Lightning,2025.0,143792.52,18823.0,,,,,1989.0,
Ford,F-150 Lightning,2023.0,100425.79,17297.0,,,,,2164.0,
Ford,F-150 Lightning,2022.0,115933.09,12430.0,,,,,2706.0,
Ford,F-150 Lightning,2019.0,86087.78,7842.0,,,,,2785.0,
Honda,Honda Prologue,2019.0,75763.72,12969.0,,,,,64.0,
Honda,Honda Prologue,2016.0,100119.15,14400.0,,,,,447.0,
Honda,Honda Prologue,2015.0,35367.97,7765.0,,,,,714.0,
Honda,Honda Prologue,2025.0,135533.32,5253.0,,,,,874.0,
Honda,Honda Prologue,2020.0,39460.66,17987.0,,,,,997.0,
Honda,Honda Prologue,2020.0,43052.84,17186.0,,,,,1045.0,
Honda,Honda Prologue,2023.0,136012.96,12248.0,,,,,1127.0,
Honda,Honda Prologue,2023.0,57342.18,14598.0,,,,,1183.0,
Honda,Honda Prologue,2019.0,69081.64,17510.0,,,,,1305.0,
Honda,Honda Prologue,2016.0,61841.79,10481.0,,,,,1496.0,
Honda,Honda Prologue,2024.0,136679.23,4629.0,,,,,1672.0,
Honda,Honda Prologue,2023.0,129313.66,5455.0,,,,,1762.0,
Honda,Honda Prologue,2020.0,61012.45,2966.0,,,,,1986.0,
Honda,Honda Prologue,2017.0,103414.52,12487.0,,,,,2063.0,
Honda,Honda Prologue,2017.0,91212.19,10675.0,,,,,2189.0,
Kia,Soul EV,2019.0,40816.01,17394.0,,,,,66.0,
Kia,Soul EV,2018.0,143700.4,15031.0,,,,,320.0,
Kia,Soul EV,2015.0,142718.63,9912.0,,,,,458.0,
Kia,Soul EV,2017.0,129580.29,14055.0,,,,,599.0,
Kia,Soul EV,2022.0,127026.66,13764.0,,,,,693.0,
Kia,Soul EV,2016.0,105699.84,19318.0,,,,,723.0,
Kia,Soul EV,2018.0,116194.68,1221.0,,,,,840.0,
Kia,Soul EV,2017.0,36478.01,10326.0,,,,,1186.0,
Kia,Soul EV,2020.0,41290.46,1617.0,,,,,1418.0,
Kia,Soul EV,2018.0,133236.0,1593.0,,,,,1949.0,
Kia,Soul EV,2022.0,147005.03,9623.0,,,,,1978.0,
Toyota,bZ4X,2019.0,70645.83,13022.0,,,,,67.0,
Toyota,bZ4X,2016.0,44131.32,6559.0,,,,,108.0,
Toyota,bZ4X,2016.0,56382.43,18112.0,,,,,399.0,
Toyota,bZ4X,2024.0,57806.78,5770.0,,,,,612.0,
Toyota,bZ4X,2016.0,119118.24,19847.0,,,,,739.0,
Toyota,bZ4X,2017.0,79110.18,2821.0,,,,,759.0,
Toyota,bZ4X,2021.0,86160.5,6840.0,,,,,833.0,
Toyota,bZ4X,2016.0,40385.01,13068.0,,,,,1166.0,
Toyota,bZ4X,2024.0,51243.14,1749.0,,,,,1172.0,
Toyota,bZ4X,2018.0,76176.72,19120.0,,,,,1220.0,
Toyota,bZ4X,2024.0,107189.59,4725.0,,,,,1339.0,
Toyota,bZ4X,2019.0,143696.91,11674.0,,,,,1372.0,
Toyota,bZ4X,2016.0,102408.71,14003.0,,,,,1436.0,
Toyota,bZ4X,2018.0,145717.44,13998.0,,,,,1649.0,
Toyota,bZ4X,2020.0,121094.19,270.0,,,,,1737.0,
Toyota,bZ4X,2015.0,106230.35,18604.0,,,,,1812.0,
Toyota,bZ4X,2016.0,31370.15,1514.0,,,,,1820.0,
Toyota,bZ4X,2021.0,38305.08,15525.0,,,,,1901.0,
Toyota,bZ4X,2022.0,94976.85,16991.0,,,,,1969.0,
Toyota,bZ4X,2018.0,94488.74,4190.0,,,,,2068.0,
Toyota,bZ4X,2022.0,30156.95,3386.0,,,,,2146.0,
Toyota,bZ4X,2023.0,136217.28,17081.0,,,,,2409.0,
Toyota,bZ4X,2018.0,92841.1,17745.0,,,,,2455.0,
Toyota,bZ4X,2020.0,40015.25,9923.0,,,,,2721.0,
Toyota,bZ4X,2024.0,36825.73,19419.0,,,,,2833.0,
BYD,Han EV,2021.0,119881.39,15449.0,,,,,68.0,
BYD,Han EV,2020.0,88352.51,17253.0,,,,,93.0,
BYD,Han EV,2024.0,92520.67,14384.0,,,,,286.0,
BYD,Han EV,2019.0,55377.56,7040.0,,,,,716.0,
BYD,Han EV,2020.0,106614.44,8011.0,,,,,962.0,
BYD,Han EV,2015.0,63649.31,3064.0,,,,,1013.0,
BYD,Han EV,2024.0,108832.47,14437.0,,,,,1177.0,
BYD,Han EV,2015.0,45458.56,14804.0,,,,,1935.0,
BYD,Han EV,2024.0,127018.54,1003.0,,,,,2262.0,
BYD,Han EV,2025.0,106154.57,11714.0,,,,,2286.0,
BYD,Han EV,2023.0,138449.17,1206.0,,,,,2610.0,
BYD,Han EV,2016.0,126117.03,3944.0,,,,,2745.0,
GMC,Hummer EV SUV,2024.0,66262.82,3805.0,,,,,69.0,
GMC,Hummer EV SUV,2017.0,90877.8,10854.0,,,,,121.0,
GMC,Hummer EV SUV,2023.0,73601.1,11904.0,,,,,247.0,
GMC,Hummer EV SUV,2023.0,57926.6,6793.0,,,,,351.0,
GMC,Hummer EV SUV,2025.0,60106.67,1490.0,,,,,504.0,
GMC,Hummer EV SUV,2016.0,39990.49,8827.0,,,,,585.0,
GMC,Hummer EV SUV,2016.0,102540.77,9881.0,,,,,618.0,
GMC,Hummer EV SUV,2016.0,68621.09,793.0,,,,,1023.0,
GMC,Hummer EV SUV,2015.0,37285.41,17343.0,,,,,1029.0,
GMC,Hummer EV SUV,2022.0,53299.14,2441.0,,,,,1080.0,
GMC,Hummer EV SUV,2017.0,94792.27,15902.0,,,,,1168.0,
GMC,Hummer EV SUV,2016.0,148858.28,12248.0,,,,,1191.0,
GMC,Hummer EV SUV,2023.0,68771.58,443.0,,,,,1219.0,
GMC,Hummer EV SUV,2018.0,138452.85,10372.0,,,,,1273.0,
GMC,Hummer EV SUV,2018.0,128422.25,16566.0,,,,,1389.0,
GMC,Hummer EV SUV,2021.0,78518.37,14231.0,,,,,1572.0,
GMC,Hummer EV SUV,2018.0,44522.87,5624.0,,,,,1727.0,
GMC,Hummer EV SUV,2023.0,55372.67,11648.0,,,,,1985.0,
GMC,Hummer EV SUV,2018.0,71444.4,19811.0,,,,,2031.0,
GMC,Hummer EV SUV,2018.0,124918.98,7465.0,,,,,2224.0,
GMC,Hummer EV SUV,2019.0,132122.22,4169.0,,,,,2278.0,
GMC,Hummer EV SUV,2025.0,96675.45,19912.0,,,,,2380.0,
GMC,Hummer EV SUV,2016.0,85850.93,18723.0,,,,,2846.0,
GMC,Hummer EV SUV,2025.0,122712.57,13260.0,,,,,2891.0,
GMC,Hummer EV SUV,2020.0,59538.11,2854.0,,,,,2996.0,
Polestar,Polestar 3,2021.0,117191.9,12141.0,,,,,70.0,
Polestar,Polestar 3,2025.0,105038.76,8808.0,,,,,307.0,
Polestar,Polestar 3,2022.0,82242.44,18815.0,,,,,365.0,
Polestar,Polestar 3,2019.0,109110.92,3635.0,,,,,651.0,
Polestar,Polestar 3,2025.0,92606.82,4276.0,,,,,1031.0,
Polestar,Polestar 3,2022.0,75286.42,1480.0,,,,,1131.0,
Polestar,Polestar 3,2021.0,55618.92,3416.0,,,,,1221.0,
Polestar,Polestar 3,2016.0,112952.63,11394.0,,,,,1252.0,
Polestar,Polestar 3,2016.0,39888.14,6079.0,,,,,1591.0,
Polestar,Polestar 3,2017.0,38593.48,13568.0,,,,,1621.0,
Polestar,Polestar 3,2021.0,69963.68,12864.0,,,,,1957.0,
Polestar,Polestar 3,2019.0,57186.77,12674.0,,,,,2185.0,
Polestar,Polestar 3,2017.0,122853.66,3543.0,,,,,2527.0,
Polestar,Polestar 3,2024.0,92097.37,636.0,,,,,2850.0,
Polestar,Polestar 3,2023.0,84609.2,5238.0,,,,,2884.0,
Polestar,Polestar 3,2022.0,138743.2,17189.0,,,,,2892.0,
Rivian,EDV (Electric Delivery Van),2025.0,45110.87,7634.0,,,,,72.0,
Rivian,EDV (Electric Delivery Van),2018.0,41163.2,3131.0,,,,,195.0,
Rivian,EDV (Electric Delivery Van),2021.0,145748.43,8620.0,,,,,285.0,
Rivian,EDV (Electric Delivery Van),2018.0,112638.51,11595.0,,,,,350.0,
Rivian,EDV (Electric Delivery Van),2015.0,69442.78,9452.0,,,,,550.0,
Rivian,EDV (Electric Delivery Van),2016.0,65965.11,4210.0,,,,,584.0,
Rivian,EDV (Electric Delivery Van),2022.0,115064.18,2539.0,,,,,744.0,
Rivian,EDV (Electric Delivery Van),2020.0,69621.26,13641.0,,,,,747.0,
Rivian,EDV (Electric Delivery Van),2023.0,45045.64,989.0,,,,,1396.0,
Rivian,EDV (Electric Delivery Van),2020.0,67583.03,1231.0,,,,,1507.0,
Rivian,EDV (Electric Delivery Van),2024.0,78136.27,7424.0,,,,,1842.0,
Rivian,EDV (Electric Delivery Van),2021.0,84763.44,5071.0,,,,,1911.0,
Rivian,EDV (Electric Delivery Van),2025.0,47464.06,8460.0,,,,,1950.0,
Rivian,EDV (Electric Delivery Van),2018.0,66892.66,6190.0,,,,,2057.0,
Rivian,EDV (Electric Delivery Van),2025.0,140034.46,13590.0,,,,,2076.0,
Rivian,EDV (Electric Delivery Van),2024.0,82459.49,19114.0,,,,,2183.0,
Rivian,EDV (Electric Delivery Van),2016.0,88927.87,9682.0,,,,,2192.0,
Rivian,EDV (Electric Delivery Van),2020.0,138136.99,19871.0,,,,,2381.0,
Rivian,EDV (Electric Delivery Van),2020.0,74574.02,4215.0,,,,,2428.0,
Rivian,EDV (Electric Delivery Van),2025.0,74719.02,12357.0,,,,,2870.0,
Opel,Corsa-e,2024.0,125821.66,10609.0,,,,,73.0,
Opel,Corsa-e,2021.0,66494.95,2584.0,,,,,112.0,
Opel,Corsa-e,2015.0,135677.69,18813.0,,,,,128.0,
Opel,Corsa-e,2016.0,121709.31,9002.0,,,,,293.0,
Opel,Corsa-e,2025.0,92926.0,12873.0,,,,,326.0,
Opel,Corsa-e,2016.0,103483.44,4393.0,,,,,338.0,
Opel,Corsa-e,2018.0,40228.06,13818.0,,,,,483.0,
Opel,Corsa-e,2019.0,129338.62,863.0,,,,,623.0,
Opel,Corsa-e,2022.0,76612.94,9426.0,,,,,1001.0,
Opel,Corsa-e,2017.0,86264.93,8561.0,,,,,1026.0,
Opel,Corsa-e,2015.0,109678.54,11794.0,,,,,1181.0,
Opel,Corsa-e,2023.0,77504.75,15060.0,,,,,1207.0,
Opel,Corsa-e,2020.0,86452.32,18263.0,,,,,1474.0,
Opel,Corsa-e,2016.0,75893.97,1081.0,,,,,1613.0,
Opel,Corsa-e,2019.0,99063.36,4828.0,,,,,1629.0,
Opel,Corsa-e,2017.0,126781.5,4830.0,,,,,1747.0,
Opel,Corsa-e,2019.0,41188.36,3393.0,,,,,1899.0,
Opel,Corsa-e,2017.0,112578.73,7580.0,,,,,2199.0,
Opel,Corsa-e,2015.0,138549.47,297.0,,,,,2474.0,
Opel,Corsa-e,2018.0,48678.54,3396.0,,,,,2752.0,
Opel,Corsa-e,2020.0,31796.38,608.0,,,,,2867.0,
Opel,Corsa-e,2020.0,79398.55,1091.0,,,,,3004.0,
Porsche,Panamera EV,2015.0,87149.52,1420.0,,,,,74.0,
Porsche,Panamera EV,2024.0,66645.6,12573.0,,,,,170.0,
Porsche,Panamera EV,2021.0,80781.1,3944.0,,,,,294.0,
Porsche,Panamera EV,2016.0,74391.28,12325.0,,,,,392.0,
Porsche,Panamera EV,2024.0,133847.8,5920.0,,,,,588.0,
Porsche,Panamera EV,2015.0,141231.33,1741.0,,,,,669.0,
Porsche,Panamera EV,2019.0,73633.58,12637.0,,,,,762.0,
Porsche,Panamera EV,2025.0,96296.48,5555.0,,,,,1424.0,
Porsche,Panamera EV,2021.0,35862.69,6212.0,,,,,1464.0,
Porsche,Panamera EV,2020.0,141043.15,18765.0,,,,,1558.0,
Porsche,Panamera EV,2021.0,61614.23,8449.0,,,,,2724.0,
VinFast,VFe34 (discontinued),2019.0,131675.83,19932.0,,,,,75.0,
VinFast,VFe34 (discontinued),2025.0,135716.96,17054.0,,,,,487.0,
VinFast,VFe34 (discontinued),2020.0,102786.47,13238.0,,,,,952.0,
VinFast,VFe34 (discontinued),2023.0,112679.6,7089.0,,,,,1014.0,
VinFast,VFe34 (discontinued),2020.0,134640.79,19230.0,,,,,1102.0,
VinFast,VFe34 (discontinued),2023.0,100838.06,13463.0,,,,,1122.0,
VinFast,VFe34 (discontinued),2016.0,125984.09,19996.0,,,,,1602.0,
VinFast,VFe34 (discontinued),2018.0,105543.49,3724.0,,,,,1863.0,
VinFast,VFe34 (discontinued),2017.0,139381.12,18601.0,,,,,1923.0,
VinFast,VFe34 (discontinued),2022.0,134178.73,5472.0,,,,,1981.0,
VinFast,VFe34 (discontinued),2017.0,90413.44,7061.0,,,,,2126.0,
VinFast,VFe34 (discontinued),2021.0,98423.08,666.0,,,,,2553.0,
VinFast,VFe34 (discontinued),2019.0,121763.76,10397.0,,,,,2927.0,
VinFast,VFe34 (discontinued),2024.0,61370.97,5064.0,,,,,2973.0,
Audi,e-tron GT,2019.0,101687.02,18066.0,,,,,76.0,
Audi,e-tron GT,2025.0,111487.45,10301.0,,,,,107.0,
Audi,e-tron GT,2021.0,135718.68,17383.0,,,,,182.0,
